GyroX,GyroY,GyroZ,Thumb,Index,Middle,Ring,Pinky,Gesture
36,5,2,23569,19554,12851,12690,11855,1
-35,2,5,23294,19554,12905,12610,11919,1
-610,41,547,23203,19573,12905,12716,11919,1
0,-26,-14,23294,19458,12918,12663,11855,1
-9,-45,-23,23225,19497,12837,12610,11855,1
-64,23,58,23180,19420,12891,12663,11817,1
-226,24,153,23203,19401,12810,12756,11817,1
-8,21,86,23248,19458,12824,12716,11804,1
-13,-13,5,23135,19477,12851,12636,11817,1
23,4,-28,23225,19382,12932,12649,11957,1
3,9,7,23112,19458,12824,12743,11842,1
27,23,-7,23203,19401,12891,12623,11868,1
52,49,30,23316,19344,12972,12743,11906,1
-42,6,49,23248,19439,12918,12649,11830,1
-212,48,249,23135,19477,12905,12676,11970,1
-52,-20,-15,23090,19382,12905,12636,11919,1
23,-15,-14,23135,19382,12972,12636,11919,1
-32,-8,-19,23090,19420,13013,12743,11957,1
-148,-37,95,23203,19401,13013,12676,11881,1
-431,26,484,23499,19306,13013,12743,11855,1
-75,-27,60,23569,19325,13013,12716,11919,1
10,-24,-7,23615,19268,13013,12690,11868,1
-33,-3,-21,23569,19382,13013,12703,11868,1
-2,24,13,23638,19249,13013,12610,11906,1
-73,-11,6,23294,19024,13013,12649,11868,1
-20,-21,25,23362,18931,13232,12797,11944,1
-92,-4,-3,23477,19061,13343,12797,11957,1
-48,-26,3,23477,19080,13440,12716,11957,1
-77,16,44,23477,19024,13580,12703,11906,1
-108,9,9,23615,19005,13622,12783,11919,1
-85,-3,53,23870,19043,13622,12810,11906,1
-69,-8,42,23847,18875,13650,12743,11906,1
-29,3,53,23894,18949,13863,12756,11906,1
-328,53,199,24366,18820,13964,12959,11868,1
-162,-22,75,24630,18581,13992,12918,11957,1
-35,12,-6,26566,18691,13992,12959,11932,1
-21,27,3,28161,18562,14151,13027,11957,1
-28,-37,12,26908,18508,14050,13013,11970,1
-357,-113,279,26228,18544,14137,13068,11957,1
-12,19,41,26124,18453,14108,13013,12009,1
60,25,6,26202,18489,14166,13054,11906,1
-35,-25,-34,26099,18399,14151,13040,11957,1
100,5,-95,26150,18435,14108,12959,11932,1
144,57,23,26228,18562,14021,12905,11957,1
220,157,-13,26644,18453,13496,12610,11881,1
151,20,-47,26566,18362,13329,12385,11817,1
102,-3,-46,26566,18362,13260,12306,11728,1
27,-12,-16,26513,18236,13136,12163,11653,1
52,18,-28,26435,18272,13177,12215,11628,1
38,58,-28,26487,18236,13122,12099,11665,1
-27,31,-6,26409,18218,13232,12163,11603,1
-1,-28,9,26357,18200,13191,12137,11653,1
34,2,-22,26357,18200,13218,12112,11553,1
38,-6,-14,26228,18164,13232,12124,11665,1
45,3,-30,26202,18057,13205,12124,11615,1
-23,-19,-14,26202,18147,13205,12137,11565,1
-27,0,20,26124,18129,13177,12163,11565,1
-7,-7,12,26228,18057,13205,12086,11540,1
-4,-13,-5,26124,18129,13191,12112,11653,1
-20,-2,5,26202,18129,13205,12060,11565,1
-23,10,24,26150,18057,13191,12137,11578,1
-5,-13,4,26202,18075,13136,12163,11553,1
2,17,1,26124,18129,13232,12163,11603,1
4,5,-7,26124,18039,13136,12112,11553,1
-7,-3,-11,26124,18129,13163,12163,11653,1
28,-7,-11,26150,18057,13163,12112,11628,1
69,-2,-13,26150,18093,13177,12099,11628,1
38,-33,-7,26124,18075,13232,12060,11615,1
29,17,11,26202,18111,13163,12137,11665,1
15,7,15,26124,18057,13177,12112,11653,1
-20,2,11,26202,18129,13177,12176,11565,1
-12,18,-4,26099,18129,13232,12112,11653,1
15,20,-6,26022,18129,13315,12163,11603,1
-16,-12,-13,25996,18147,13398,12124,11703,1
-24,-8,20,26099,18129,13357,12124,11603,1
-10,2,-14,25894,18057,13301,12112,11678,1
-2,-10,3,26022,18093,13357,12099,11628,1
-47,-6,26,25945,18129,13343,12112,11703,1
10,3,-20,25920,18039,13246,12215,11653,1
-35,-8,-11,25843,18075,13301,12124,11628,1
-37,-7,4,25742,18147,13329,12241,11665,1
24,21,13,25818,18129,13315,12163,11703,1
6,-1,-4,25742,18129,13343,12176,11628,1
-6,19,-2,25793,18075,13287,12137,11703,1
-1957,40,1520,25869,18004,13274,12137,11716,1
-4486,381,4088,28726,18004,13301,12241,11728,1
-2534,474,2092,27256,17845,13246,12346,11906,1
-1143,537,656,26409,17722,13150,12333,11881,1
-2169,541,1293,25540,17669,13095,12333,11855,1
-665,299,416,24247,17582,13136,12267,11754,1
92,-66,42,24058,17600,13150,12215,11603,1
127,-47,-21,23362,17565,13232,12176,11665,1
242,-153,-37,21584,17933,13232,12163,11678,1
74,-24,-49,21250,18236,13357,12163,11653,1
120,23,-8,21479,18581,13482,12176,11678,1
87,14,-2,21818,19155,13524,12137,11653,1
-17,-23,-26,21903,19382,13679,12150,11628,1
-27,-5,36,22226,19363,13693,12215,11665,1
-23,-14,-6,22313,19268,13665,12215,11653,1
7,-9,-4,22357,19231,13622,12176,11678,1
-10,-4,-23,22335,19136,13650,12163,11653,1
36,-5,-5,22335,19118,13707,12176,11691,1
40,-16,-33,22140,19118,13622,12241,11640,1
72,-20,-31,21946,18894,13594,12228,11628,1
52,28,4,21989,18912,13580,12215,11665,1
-10,3,-2,21989,18931,13622,12189,11653,1
16,-1,3,22075,18875,13636,12254,11653,1
48,20,7,22075,18931,13552,12215,11703,1
61,9,-24,22248,18931,13426,12176,11716,1
46,-5,13,22510,18857,13343,12228,11653,1
-8,-38,-12,22576,18875,13384,12215,11754,1
4,7,8,22576,18820,13343,12267,11678,1
-3,0,-3,22532,18894,13343,12280,11728,1
-18,-12,12,22510,18894,13301,12267,11716,1
-4,-12,-12,22466,18875,13287,12267,11703,1
-12,22,26,22401,18801,13301,12189,11741,1
36,-8,-2,22313,18894,13301,12267,11665,1
23,-43,9,22335,18912,13246,12280,11716,1
-13,24,0,22140,18801,13301,12267,11703,1
-12,-2,13,22205,18857,13260,12280,11703,1
-5,-26,8,22335,18801,13260,12280,11703,1
20,8,11,22270,18875,13274,12280,11665,1
-13,-19,16,22444,18894,13260,12241,11754,1
-68,-45,19,22532,18857,13246,12293,11716,1
-14,9,-1,22401,18783,13301,12267,11703,1
-29,-46,11,22444,18875,13232,12346,11703,1
20,11,-11,22444,18875,13232,12346,11703,1
1,-9,2,22488,18783,13232,12320,11665,1
33,22,-14,22423,18783,13287,12280,11728,1
14,-13,-18,22423,18857,13260,12267,11665,1
41,23,-41,22488,18857,13205,12280,11678,1
34,-3,-35,22423,18801,13205,12241,11716,1
31,-28,-19,22488,18838,13287,12320,11703,1
91,27,-75,22444,18783,13274,12333,11703,1
48,32,21,22510,18857,13218,12280,11716,1
-31,-37,-46,22510,18727,13232,12267,11653,1
43,-8,-39,22488,18764,13287,12280,11703,1
21,45,45,22401,18801,13260,12280,11678,1
76,-41,-33,22401,18820,13274,12241,11703,1
87,-77,-68,22335,18727,13232,12267,11754,1
97,-123,6,22401,18783,13218,12280,11754,1
76,-55,4,22292,18857,13287,12320,11741,1
-1,25,-26,22248,18857,13287,12254,11741,1
3,131,-41,22248,18857,13205,12333,11703,1
-91,87,1,22313,18727,13205,12254,11754,1
-17,21,-87,22379,18783,13232,12346,11691,1
-37,37,-40,22335,18820,13287,12267,11678,1
37,-8,29,22401,18709,13232,12346,11741,1
83,-74,27,22401,18783,13232,12267,11678,1
37,-16,-4,22313,18709,13260,12280,11703,1
42,11,3,22357,18783,13274,12267,11754,1
2,-43,-39,22335,18727,13260,12320,11728,1
6,-24,-18,22335,18820,13232,12267,11754,1
-7,31,14,22401,18801,13260,12280,11716,1
-18,-17,0,22379,18783,13287,12359,11754,1
-39,-23,35,22379,18727,13260,12267,11754,1
23,36,-16,22401,18746,13205,12320,11754,1
125,12,-8,22401,18801,13246,12293,11716,1
41,-24,-1,22488,18783,13260,12280,11703,1
-2,6,-5,22510,18764,13232,12333,11754,1
47,47,-4,22576,18727,13301,12333,11728,1
-4,-7,-10,22599,18709,13329,12424,11855,1
-6,-13,-26,22576,18709,13329,12490,11932,1
1,-16,23,22554,18727,13246,12411,11919,1
5,0,-6,22709,18838,13246,12451,11868,1
-7,0,7,22621,18727,13260,12451,11893,1
-2,-15,-10,22599,18764,13218,12424,11817,1
6,16,-4,22532,18801,13246,12398,11855,1
7,-8,-13,22532,18709,13246,12424,11868,1
26,14,-13,22621,18727,13260,12477,11868,1
13,8,-13,22510,18727,13274,12424,11804,1
10,19,-25,22576,18783,13260,12372,11855,1
29,8,6,22488,18727,13205,12451,11868,1
5,-13,-7,22532,18746,13274,12451,11830,1
11,-3,-51,22488,18709,13246,12438,11804,1
-25,10,2,22599,18783,13205,12398,11779,1
-1,-40,-6,22554,18727,13232,12385,11855,1
11,28,-12,22643,18783,13177,12372,11855,1
2,-27,6,22621,18746,13260,12372,11842,1
0,-8,5,22599,18709,13205,12451,11817,1
29,-19,-3,22665,18783,13218,12372,11779,1
-24,19,8,22665,18783,13246,12372,11868,1
3,-4,12,22621,18709,13246,12346,11881,1
-4,34,-5,22599,18746,13232,12398,11779,1
-15,-12,14,22554,18727,13205,12411,11868,1
16,2,-5,22576,18764,13246,12385,11881,1
-7,-33,2,22643,18727,13232,12372,11855,1
-13,14,5,22576,18691,13232,12424,11830,1
-9,-8,10,22687,18746,13205,12372,11804,1
-10,41,-4,22665,18783,13232,12438,11804,1
3,-12,0,22599,18709,13177,12372,11804,1
-24,-13,4,22709,18709,13287,12372,11855,1
7,0,-17,22621,18709,13260,12451,11855,1
33,12,12,22599,18691,13287,12424,11766,1
5,-4,-3,22665,18709,13232,12372,11779,1
-2,-20,-14,22621,18801,13260,12372,11830,1
3,5,-12,22576,18801,13177,12372,11842,1
21,-30,-12,22576,18764,13246,12385,11792,1
-11,-3,-7,22599,18709,13205,12398,11830,1
-3,9,5,22576,18672,13191,12477,11855,1
17,-19,1,22576,18727,13205,12451,11779,1
15,4,9,22599,18801,13260,12372,11804,1
0,12,3,22687,18764,13218,12372,11779,1
-4,-2,2,22709,18764,13287,12424,11804,1
-5,14,11,22643,18709,13260,12411,11804,1
-2,4,-8,22665,18727,13232,12477,11817,1
10,-4,4,22665,18672,13232,12398,11804,1
10,-2,-3,22709,18783,13205,12424,11804,1
-13,25,10,22665,18801,13246,12438,11868,1
13,-24,-36,22709,18764,13191,12438,11855,1
51,-58,37,22865,18709,13205,12451,11779,1
-47,-22,11,22798,18691,13232,12490,11868,1
-24,-48,-24,22798,18783,13205,12424,11868,1
117,-14,39,22932,18709,13246,12424,11932,1
-118,-21,5,22932,18709,13191,12490,11868,1
138,107,-66,22955,18581,13246,12464,11754,1
4,-12,11,22754,18362,13150,12451,11817,1
6,18,9,22754,18290,13218,12398,11703,1
6,-6,31,22731,18344,13163,12385,11754,1
-17,-32,28,22709,18308,13246,12398,11804,1
-84,-26,17,22776,18272,13232,12530,11830,1
-18,17,-33,23157,17915,13343,12530,11830,1
20,24,-26,23522,17340,13315,12490,11868,1
-19,-6,-11,24534,16173,13412,12477,11830,1
48,-21,-7,25490,15631,13538,12543,11868,1
132,21,-43,28301,15600,13679,12610,11868,1
18,-45,46,29158,15584,13792,12649,11881,1
9,-43,18,29686,15584,13764,12730,11855,1
12,-5,24,29865,15647,13707,12756,11906,1
26,-25,-19,29479,16238,13650,12756,11919,1
37,24,-17,28840,16368,13650,12743,11957,1
58,25,-4,28301,16632,13849,13510,12086,1
176,-4,-3,28245,16615,14937,14651,12333,1
88,36,-10,28301,16615,14846,14326,12267,1
-4,-32,21,28812,16632,14607,13906,12163,1
9,-31,-7,28612,16615,14385,13566,12112,1
43,-10,-7,28470,16565,14341,13426,12086,1
-13,8,24,28329,16549,14268,13232,12073,1
-14,-6,23,28329,16499,14180,13191,11957,1
5,18,-12,28385,16598,14108,13122,12034,1
16,38,3,28357,16598,13992,13191,11957,1
12,-14,9,28161,16565,14050,13095,11983,1
-14,35,-11,28133,16565,14021,13081,11957,1
-7,-5,-5,27939,16582,13964,13136,12009,1
-9,-18,0,27911,16516,14036,13068,12060,1
-12,14,-8,27911,16499,14036,13081,11983,1
-12,-37,12,27828,16549,13935,13095,11983,1
-22,-3,12,27828,16499,13964,13136,11957,1
-2,-4,-9,27745,16450,13935,13136,11983,1
17,-1,8,27609,16417,13992,13095,12009,1
-15,5,0,27636,16483,13964,13040,12009,1
27,9,-14,27445,16417,14021,13040,11983,1
4,16,7,27391,16434,14021,13122,11983,1
18,33,0,27391,16483,13921,13040,12009,1
12,-7,-1,27310,16368,13949,13095,12034,1
-8,12,-2,27391,16467,13992,13068,11983,1
-5,-21,-5,27310,16417,13978,13068,11957,1
-12,17,-7,27283,16417,13935,13122,11983,1
3,-1,0,27256,16434,13964,13068,11957,1
-1,-6,-23,27175,16352,13921,13136,11970,1
-28,21,10,27256,16319,13964,13136,12060,1
-1,-11,1,27256,16385,13964,13095,12021,1
3,0,-2,27068,16352,13992,13122,12009,1
-13,-5,15,27148,16352,14021,13095,12034,1
6,-27,-6,27175,16352,13992,13122,11970,1
-13,3,-4,27122,16254,13949,13027,11957,1
10,0,16,27068,16287,13964,13040,12009,1
-22,-22,-6,27122,16222,13992,13040,11983,1
-6,-3,3,27041,16303,13964,13068,11957,1
-7,-1,1,26988,16222,13921,13136,11983,1
12,-21,-3,27122,16254,13906,13122,11944,1
42,-8,-6,26961,16238,13935,13081,12021,1
21,2,10,27095,16238,13863,13095,11932,1
8,-7,-12,26988,16238,13935,13013,11957,1
26,-10,-9,27041,16287,13863,13027,11983,1
15,5,-8,27041,16303,13878,12999,11906,1
7,-4,-9,27095,16222,13964,13081,11842,1
6,-9,1,27095,16287,13878,13068,11830,1
30,29,-14,27095,16222,13906,12986,11868,1
49,-30,-10,27041,16189,13849,12986,11766,1
34,44,-17,27122,16238,13935,12999,11855,1
23,4,-7,27041,16206,13892,13027,11830,1
-11,-15,-5,27095,16238,13921,12986,11868,1
-8,24,0,26988,16206,13863,12959,11868,1
13,10,5,27095,16206,13921,13013,11881,1
10,-19,-2,27095,16222,13878,13040,11804,1
-10,15,9,27095,16222,13849,13027,11855,1
-1,-29,-6,27095,16222,13906,12972,11855,1
0,14,13,26961,16222,13849,13068,11766,1
-15,-7,-14,27041,16303,13878,12959,11804,1
21,-13,1,27041,16238,13835,12972,11779,1
-1,-2,5,27041,16238,13906,13068,11855,1
-25,15,2,27041,16271,13906,13040,11804,1
12,-29,11,27041,16189,13863,12986,11868,1
23,21,-21,26988,16254,13863,12972,11804,1
41,-13,10,27095,16222,13949,12972,11868,1
14,5,-6,27068,16254,13863,13027,11919,1
7,28,-14,27095,16271,13906,12959,11842,1
4,-20,6,27068,16222,13849,12972,11855,1
-2,-14,-5,27148,16254,13906,12972,11855,1
-24,0,-3,27068,16189,13849,12972,11881,1
1,-11,6,27068,16287,13849,13013,11906,1
-14,-12,-6,27122,16254,13863,12986,11906,1
-16,-26,10,27068,16222,13806,12932,11906,1
-10,-18,1,27041,16238,13821,12959,11855,1
8,7,3,27095,16238,13806,12986,11868,1
8,3,-8,26935,16222,13806,12932,11842,1
-3,-10,8,27095,16222,13806,13013,11804,1
-16,6,0,27095,16206,13849,12932,11842,1
-11,9,11,27041,16271,13849,13040,11804,1
1,-1,4,27095,16287,13792,12959,11868,1
-4,-4,-6,27148,16254,13821,13027,11804,1
7,-18,1,27148,16222,13806,13027,11817,1
-27,10,-8,27068,16189,13849,13013,11842,1
-11,8,4,27256,16222,13835,13013,11830,1
-3,-2,-8,27175,16254,13778,12959,11855,1
16,37,15,27095,16189,13806,13013,11817,1
-1,13,-6,27148,16254,13849,13013,11804,1
12,-2,5,27202,16254,13806,12959,11817,1
-8,-19,-20,27202,16287,13849,12932,11804,1
-20,-2,2,27148,16189,13821,13013,11855,1
-3,-7,0,27068,16222,13849,12918,11855,1
8,6,9,27095,16254,13806,13013,11779,1
-7,12,-3,27229,16189,13778,13013,11855,1
-2,-30,8,27148,16238,13749,13013,11804,1
13,6,-15,27148,16222,13792,13013,11855,1
10,5,3,27148,16238,13792,12945,11804,1
-3,-10,5,27095,16222,13835,13013,11830,1
-2,6,-1,27283,16238,13821,13027,11779,1
16,-17,-15,27256,16254,13749,12972,11855,1
-3,-13,11,27256,16271,13806,13013,11842,1
38,0,-17,27229,16287,13749,13013,11855,1
34,7,-3,27148,16271,13849,12986,11817,1
26,6,8,27283,16271,13749,12918,11830,1
-5,17,-19,27256,16287,13821,12986,11817,1
-4,29,-10,27175,16287,13721,12959,11779,1
16,-59,-2,27202,16222,13764,13013,11855,1
10,35,-21,27148,16238,13764,12972,11804,1
6,22,0,27148,16287,13849,13027,11804,1
8,-9,3,27202,16222,13821,12932,11868,1
-6,9,0,27256,16206,13792,12959,11868,1
-4,-8,7,27364,16254,13735,12905,11817,1
9,-3,5,27175,16254,13821,12918,11804,1
-11,21,8,27256,16189,13778,12959,11817,1
-14,5,-11,27175,16222,13821,13013,11855,1
-2,-12,-18,27229,16287,13749,12999,11855,1
9,-23,-6,27256,16222,13749,12905,11804,1
-8,-5,17,27256,16222,13821,13013,11868,1
-5,28,6,27283,16238,13735,13027,11855,1
11,-2,-4,27202,16336,13764,12999,11855,1
10,20,-9,27337,16238,13735,12932,11804,1
48,-4,-14,27283,16238,13764,12918,11855,1
-10,20,11,27202,16352,13792,12959,11817,1
6,-9,6,27337,16222,13749,12918,11779,1
24,6,-23,27229,16222,13749,12878,11766,1
3,-8,1,27283,16303,13679,12959,11804,1
2,-3,-6,27283,16287,13735,12959,11792,1
27,-3,13,27310,16287,13735,12959,11804,1
3,-7,-8,27256,16287,13679,12905,11804,1
-14,-10,-32,27202,16222,13749,12959,11855,1
-9,0,30,27256,16303,13693,12972,11779,1
14,7,5,27337,16287,13735,12972,11779,1
-8,27,-4,27283,16222,13650,12878,11855,1
8,2,22,27283,16287,13735,12891,11779,1
-4,5,-2,27310,16271,13679,12905,11842,1
-6,15,-2,27364,16189,13721,12878,11779,1
25,-10,-7,27310,16206,13679,12918,11804,1
4,-12,8,27256,16238,13665,12905,11868,1
-24,2,-12,27256,16254,13735,12905,11804,1
-24,-7,11,27364,16222,13735,12972,11766,1
-79,-60,9,27472,16222,13622,12905,11868,1
10,12,24,27527,16287,13693,12999,11906,1
3,-40,12,27202,16238,13650,12972,11855,1
-8,38,5,26644,16093,13693,13013,11957,1
30,-17,15,26357,15964,13636,12918,11855,1
0,5,1,26409,15980,13594,12959,11893,1
-17,12,-7,26305,15789,13594,12959,11881,1
-16,18,2,25945,15428,13608,13013,11932,1
-11,-16,10,25440,15181,13622,12986,11957,1
-24,34,6,25093,14997,13650,13040,11957,1
-27,28,5,24824,14876,13693,13013,11906,1
-21,1,6,24223,14876,13693,12959,11855,1
-10,-2,-5,23661,14801,13679,12959,11906,1
-26,8,6,23112,14786,13693,13027,11957,1
-15,4,-1,22776,14786,13679,13027,11906,1
17,13,14,22423,14786,13608,12918,11919,1
24,-26,6,22401,14846,13721,13027,11906,1
-19,-21,14,21967,14907,13679,12959,11881,1
-12,35,-2,20899,14937,13693,13013,11970,1
-24,-32,-18,20058,15119,13622,12959,11957,1
1,-3,3,19843,15537,13679,12959,11906,1
-23,12,0,19708,15521,13608,12945,11957,1
0,5,-11,19592,15584,13650,13013,11957,1
4,25,-2,19612,15537,13622,13027,11932,1
9,-5,-6,19631,15475,13636,12999,11855,1
6,-1,-13,19631,15537,13622,12918,11881,1
15,5,7,19650,15537,13608,12918,11906,1
116,25,-28,19941,15490,13665,13013,11957,1
79,14,-19,19999,15521,13636,12918,11881,1
36,5,-9,20196,15521,13594,12918,11906,1
-10,-16,-10,20236,15475,13636,12918,11906,1
37,6,-13,20295,15521,13622,12986,11855,1
-21,-4,15,20475,15521,13622,12986,11855,1
-23,48,-5,20495,15459,13580,12851,11919,1
8,-43,-5,20415,15537,13636,12986,11855,1
-13,1,-4,20415,15553,13608,13013,11855,1
-31,8,1,28754,11157,36386,30377,25894,2
25,-14,-1,28812,11157,36462,30591,26022,2
14,9,4,28697,11157,36424,30499,25971,2
-12,1,-24,28726,11182,36386,30561,25894,2
4,9,12,28726,11206,36462,30347,26047,2
-11,19,-15,28612,11157,36310,30347,26022,2
12,-23,15,28640,11157,36272,30591,25920,2
20,-15,2,28640,11206,36462,30438,25894,2
-29,-36,38,28927,11206,36499,30469,26124,2
-5,142,52,30317,11170,36767,31244,27041,2
-46,-5,101,31119,11268,36767,31465,27256,2
-41,-51,72,31497,11280,36920,31561,27364,2
-72,35,16,31529,11231,36882,31497,27418,2
-14,4,-52,31119,11182,36767,31465,27148,2
11,13,-52,30994,11219,36767,31497,27148,2
8,-48,22,31056,11231,36690,31529,27256,2
-24,-36,34,30776,11255,36805,31497,27068,2
14,1,-11,30530,11255,36538,31087,26961,2
10,-13,5,30347,11255,36424,31276,26935,2
11,-31,2,30408,11206,36538,31276,27068,2
-21,-35,-32,30256,11231,36462,31025,26882,2
-2,-10,4,30165,11231,36499,31087,26935,2
21,-7,-15,30226,11219,36462,31213,27041,2
21,-1,18,30226,11170,36462,31087,26882,2
4,14,-5,30226,11219,36386,31056,26882,2
-44,-33,5,30165,11206,36348,31025,26776,2
-5,-6,0,30165,11255,36348,31213,26749,2
-17,-19,13,30317,11255,36310,31087,26935,2
22,46,-12,30165,11231,36348,31593,27175,2
36,44,-11,30408,11219,36538,32732,28077,2
-12,-10,18,30499,11255,36462,32765,28301,2
-11,-7,-1,30256,11255,36614,32866,28385,2
18,-3,8,30347,11243,36310,32765,28301,2
15,8,-3,30226,11219,36310,32566,28414,2
10,-15,-10,30045,11280,36386,32467,28245,2
4,4,3,30045,11243,36310,32533,28161,2
19,37,1,30105,11255,36235,32369,28133,2
22,28,-7,30075,11206,36462,32402,27856,2
111,-5,-6,30105,11268,36235,32303,27911,2
149,-106,-43,30105,11206,36235,32205,27911,2
109,-150,-104,30165,11255,36235,32238,27718,2
266,-185,-11,30226,11255,36235,32043,27581,2
134,2,-20,30347,11243,36197,32108,27745,2
23,12,17,30286,11231,36386,32173,27663,2
-28,78,8,30226,11268,36424,31978,27691,2
-95,25,-14,30226,11255,36235,31881,27527,2
-57,185,92,30226,11231,36160,31849,27391,2
-72,19,-47,30165,11255,36310,32010,27499,2
-83,-69,-18,30195,11231,36197,31752,27472,2
-66,-12,-37,30105,11206,36197,31978,27256,2
-13,51,-12,30165,11268,36160,31913,27337,2
45,5,55,30135,11206,36310,31752,27445,2
-19,77,5,30015,11268,36310,31817,27391,2
-34,73,5,30045,11206,36348,31881,27256,2
-9,33,-52,30075,11268,36160,31785,27256,2
-67,42,-38,29925,11255,36085,31624,27283,2
-31,29,48,30015,11255,36047,31561,27256,2
2,16,22,30045,11206,36235,31529,27041,2
19,45,23,29895,11170,36047,31529,27175,2
13,-32,29,30015,11170,36010,31529,27229,2
0,-57,23,29835,11109,36197,31624,27068,2
57,14,-21,29775,11109,36047,31529,26988,2
-19,22,7,29865,11060,36235,31402,26988,2
-28,17,-5,29627,11084,36424,31307,26855,2
-3,-12,6,29657,11036,36197,31339,26855,2
16,-4,22,29657,11036,36160,31276,27015,2
42,10,4,29627,11012,36272,31119,26802,2
-3,-41,18,29746,11036,36348,31056,26776,2
-19,-53,7,29746,11060,36310,31056,26988,2
-15,47,-20,29746,11060,36047,31150,26935,2
-1,11,-13,29597,11060,36160,31025,26802,2
5,4,-3,29657,10987,36010,31087,26855,2
-7,16,-15,29568,11012,35972,30931,26882,2
-13,-5,7,29627,11012,36160,31213,26908,2
-4,5,-3,29627,11012,36047,31025,26882,2
-4,-15,16,29538,11060,36197,30962,26776,2
-9,9,-4,29538,11024,36010,31087,26935,2
13,-36,11,29479,11060,35898,30994,26670,2
-2,22,-23,29657,11012,36010,31213,26829,2
8,-36,-3,29627,11060,36160,30931,26908,2
13,18,-4,29538,11060,36122,30869,26855,2
6,-13,-2,29627,10999,36085,30869,26776,2
-7,28,-14,29568,11036,36047,31087,26882,2
2,-15,6,29450,11072,36047,31087,26855,2
13,-4,-3,29627,11012,36047,30931,26644,2
15,16,-5,29509,11084,36047,31025,26723,2
-11,-13,3,29509,11060,35972,30869,26723,2
4,11,-3,29627,11024,35935,30962,26723,2
7,1,-8,29509,11072,35972,31087,26644,2
20,2,-7,29568,11012,35935,30962,26855,2
-1,-3,-9,29597,11036,35898,30838,26855,2
-27,24,-5,29509,11084,35824,30931,26644,2
3,0,16,29686,11060,35787,30900,26723,2
50,58,25,29509,11084,35787,30715,26566,2
-18,-15,18,29421,11024,35935,30869,26723,2
-11,28,25,28955,11024,35898,30776,26592,2
-51,2,23,28301,11048,35787,30776,26566,2
26,-23,27,26124,11121,35091,30776,26513,2
55,-55,21,22292,11133,35055,30807,26513,2
28,-20,0,20676,11157,35127,30869,26829,2
-13,50,1,20019,11121,35091,30807,26882,2
30,-55,55,19766,11109,34874,30715,27041,2
90,-8,-1,19306,11182,35018,30869,27283,2
44,-43,53,19099,11109,34874,30807,27202,2
-22,-27,23,19306,11206,34982,30869,27911,2
10,0,24,19785,11157,34982,30715,27966,2
6,38,-30,20295,11157,34910,30715,28273,2
-12,-19,48,21229,11157,34767,31025,29304,2
29,-39,7,22183,11206,34696,30962,29925,2
-8,-5,9,22313,11182,34518,31056,30045,2
-38,-19,5,22401,11182,34447,31025,30256,2
6,22,-16,22599,11219,34235,30962,30684,2
6,-14,13,22665,11255,34341,31025,30807,2
10,-4,-1,22665,11255,34235,30838,30653,2
-27,-35,16,22665,11194,34165,30962,30499,2
-9,-4,2,22798,11219,34235,30962,30286,2
-2,-21,8,22820,11219,33991,30745,30256,2
-8,1,3,22955,11182,34060,30838,30105,2
-7,6,1,22798,11170,33921,30653,30015,2
8,-16,1,22910,11206,33991,30838,29746,2
15,19,-9,22955,11170,34026,30715,29895,2
2,-14,2,22955,11255,33991,30715,29805,2
-4,-13,8,22932,11206,34060,30745,29657,2
3,-57,14,22798,11182,34060,30715,29509,2
-6,-80,44,22488,11219,33921,30499,29421,2
-39,-41,33,22357,11182,33714,30469,29158,2
-12,-12,12,22401,11255,33817,30408,29274,2
-29,3,0,22554,11255,33714,30347,29042,2
-44,-4,6,22488,11170,33508,30256,28984,2
-7,-3,18,22532,11206,33645,30226,28955,2
0,11,4,22466,11255,33508,30226,28984,2
-35,17,-2,22621,11219,33576,30377,28984,2
16,0,6,22532,11231,33576,30226,28812,2
4,-6,2,22488,11268,33645,30226,28754,2
15,4,-5,22576,11255,33714,30377,28955,2
11,12,7,22510,11231,33474,30347,28726,2
-8,3,1,22709,11243,33576,30347,28927,2
1,-6,1,22754,11255,33576,30226,28812,2
-4,-6,0,22754,11219,33611,30317,28840,2
-16,9,1,22798,11255,33679,30286,28812,2
-11,-11,0,22754,11231,33714,30317,28697,2
8,12,0,22731,11219,33439,30256,28812,2
-1,4,2,22820,11231,33542,30105,28726,2
3,1,3,22754,11255,33576,30165,28812,2
3,-12,7,22709,11255,33679,30256,28812,2
18,-10,2,22754,11255,33508,30286,28812,2
19,24,-3,22955,11206,33645,30226,28498,2
-62,11,34,23431,11206,33576,30015,28583,2
-50,-52,25,23661,11206,33887,30105,28470,2
-43,25,38,23431,11219,33921,30015,28357,2
-34,15,15,23271,11231,33956,30015,28357,2
-7,37,-16,23569,11255,34165,30105,28301,2
16,-8,4,23847,11268,34341,30105,28301,2
7,-13,-7,23894,11219,34447,29925,28161,2
0,-10,2,23894,11255,34412,29895,28189,2
-22,0,6,23940,11206,34412,30135,28301,2
-7,20,-7,23940,11268,34200,29895,28301,2
4,-5,5,23847,11243,34130,29865,28189,2
2,-7,-3,23847,11231,34165,29984,28301,2
10,-7,1,23987,11219,34165,30075,28301,2
15,8,-3,24011,11219,34130,29955,28161,2
55,-8,11,24176,11528,33991,30015,28133,2
41,8,-31,24247,12891,34165,29865,28189,2
4,-17,-5,24438,14547,33887,29925,28077,2
